category,bedrooms,bathrooms,floor_area,condition,amenities,parking_space,lat,lng,amenities_count,furnishing,price,log1p_price
Flats,3.0,2.0,100.0,Used,"24-hour Electricity,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter",0,6.6932173,-1.627507,5,Unfurnished,1800,7.496097345175956
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,12,Unfurnished,2500,7.824445930877619
Flats,1.0,1.0,4999.0,Used,"24-hour Electricity,Apartment,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wi-Fi",0,5.6376136,-0.1266064,9,Unfurnished,1400,7.244941546337007
Flats,1.0,1.0,17.0,New,"Air Conditioning,Kitchen Cabinets",0,5.7556353,-0.1738945,2,Unfurnished,1000,6.90875477931522
Flats,2.0,3.0,16.0,New,24-hour Electricity,0,5.6694251,-0.203367,1,Furnished,8000,8.987321812850125
Detached,2.0,3.0,220.0,Renovated,"24-hour Electricity,Air Conditioning,Apartment,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6563118,-0.0093265999999999,8,Unfurnished,6000,8.699681400989514
Flats,3.0,3.0,5000.0,Used,"24-hour Electricity,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wi-Fi",0,5.6376136,-0.1266064,11,Unfurnished,2700,7.901377353792616
Flats,1.0,1.0,3000.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6358281,-0.1613592,17,Furnished,8500,9.04793908261736
Flats,1.0,1.0,78.0,Used,"Apartment,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5831665,-0.1046082,6,Unfurnished,1300,7.170888478512505
Flats,1.0,1.0,120.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6887241,-0.2270226,8,Semi-Furnished,1350,7.208600337960199
Detached,3.0,3.0,100.0,New,"Tiled Floor,Pre-Paid Meter,Pop Ceiling,Kitchen Cabinets,Hot Water,Dishwasher,Dining Area,Chandelier,24-hour Electricity,Wardrobe",0,5.6376136,-0.1266064,10,Unfurnished,7000,8.853808274977197
Flats,1.0,1.0,4999.0,Used,"24-hour Electricity,Apartment,Balcony,Dishwasher,Kitchen Shelf,Pre-Paid Meter,Tiled Floor",0,5.6376136,-0.1266064,7,Unfurnished,750,6.621405651764134
Flats,2.0,3.0,10.0,Used,"Apartment,Dining Area,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Balcony",0,5.6694251,-0.203367,8,Unfurnished,2700,7.901377353792616
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,8,Unfurnished,3800,8.24301946898925
Flats,2.0,2.0,21.0,Used,24-hour Electricity,0,5.5427477,-0.2565425,1,Unfurnished,3600,8.188966863648876
Flats,2.0,2.0,3000.0,Used,Air Conditioning,0,5.6141232,-0.1956471,1,Unfurnished,3200,8.071218539969863
Flats,2.0,2.0,1500.0,Used,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6887241,-0.2270226,8,Unfurnished,2000,7.601402334583733
Flats,1.0,1.0,500.0,Used,"Pop Ceiling,Kitchen Shelf,Tiled Floor,24-hour Electricity,Kitchen Cabinets,Apartment,Pre-Paid Meter",0,6.6932173,-1.627507,7,Furnished,500,6.2166061010848646
Flats,1.0,1.0,986.0,Used,"24-hour Electricity,Balcony,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6376136,-0.1266064,6,Unfurnished,850,6.7464121285733745
Flats,2.0,3.0,200.0,New,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5475455,-0.3808738,13,Furnished,2000,7.601402334583733
Flats,2.0,3.0,150.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,12,Semi-Furnished,5000,8.517393171418904
Detached,5.0,5.0,50.0,Used,"24-hour Electricity,Pop Ceiling,Tiled Floor,Kitchen Shelf",0,5.6634097,-0.2653998,4,Unfurnished,8000,8.987321812850125
Detached,4.0,5.0,986.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,15,Semi-Furnished,6000,8.699681400989514
Flats,1.0,1.0,36.0,Used,"24-hour Electricity,Kitchen Cabinets,Pre-Paid Meter",0,6.6932173,-1.627507,3,Unfurnished,708,6.5638555265321274
Townhouse,3.0,3.0,100.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Kitchen Cabinets,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6510376,-0.1354586,10,Unfurnished,18000,9.798182590890704
Townhouse,3.0,4.0,190.0,New,"Dining Area,Pop Ceiling,Kitchen Cabinets,Tiled Floor,24-hour Electricity,Hot Water,Balcony,Pre-Paid Meter,Air Conditioning",0,5.6887241,-0.2270226,9,Unfurnished,5500,8.612685172875459
Detached,1.0,1.0,14.0,Used,24-hour Electricity,0,5.6141232,-0.1956471,1,Unfurnished,1500,7.313886831633462
Flats,4.0,3.0,200.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.5862504,-0.1394584,15,Semi-Furnished,32500,10.389026137075234
Semi-Detached,3.0,3.0,500.0,New,"Air Conditioning,Apartment,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Tiled Floor,Wardrobe,Wi-Fi",0,6.533697399999999,-1.4048249,9,Furnished,1000,6.90875477931522
Flats,2.0,3.0,16.0,New,"24-hour Electricity,Air Conditioning,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5344155,-0.4252737,9,Unfurnished,2000,7.601402334583733
Flats,2.0,2.0,100.0,New,"Apartment,Pop Ceiling,Pre-Paid Meter,Dining Area,Kitchen Cabinets,Wardrobe,Tiled Floor",0,5.7556353,-0.1738945,7,Unfurnished,3000,8.006700845440367
Flats,2.0,1.0,30.0,Used,"24-hour Electricity,Apartment,Pre-Paid Meter,Tiled Floor",0,5.7993966,-0.1222349,4,Unfurnished,800,6.68586094706836
Flats,1.0,1.0,15.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,6.6932173,-1.627507,10,Semi-Furnished,1500,7.313886831633462
Detached,3.0,4.0,900.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6087022,-0.2164185,16,Furnished,16900,9.735128070758227
Flats,1.0,1.0,50.0,Used,"24-hour Electricity,Apartment,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Hot Water",0,5.5459415,-0.2103988,8,Unfurnished,1600,7.3783837129967145
Detached,4.0,5.0,150.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,12,Semi-Furnished,6000,8.699681400989514
Flats,2.0,3.0,18.0,New,"Air Conditioning,Balcony,Pop Ceiling,Hot Water,Tiled Floor,24-hour Electricity,Kitchen Cabinets,Pre-Paid Meter,Apartment",0,5.7141674,-0.15418,9,Unfurnished,5000,8.517393171418904
Detached,3.0,3.0,600.0,Used,"24-hour Electricity,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7556353,-0.1738945,9,Unfurnished,4000,8.294299608857235
Detached,3.0,3.0,4444.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.8142836,0.0746767,13,Semi-Furnished,3500,8.160803920954665
Detached,4.0,4.0,300.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,13,Semi-Furnished,12000,9.392745258631441
Flats,2.0,2.0,17.0,New,"Pop Ceiling,Wardrobe,Chandelier,Apartment,Dishwasher,Dining Area,24-hour Electricity,Kitchen Cabinets,Balcony,Pre-Paid Meter,Tiled Floor",0,5.5831665,-0.1046082,11,Unfurnished,2500,7.824445930877619
Flats,2.0,3.0,5000.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,12,Unfurnished,2300,7.741099090035366
Flats,1.0,1.0,213.0,New,24-hour Electricity,0,5.5831665,-0.1046082,1,Unfurnished,800,6.68586094706836
Flats,1.0,1.0,4999.0,Used,"24-hour Electricity,Apartment,Balcony,Dining Area,Dishwasher,Kitchen Shelf,Pre-Paid Meter,Tiled Floor",0,5.6376136,-0.1266064,8,Unfurnished,1200,7.0909098220799835
Flats,1.0,1.0,600.0,New,"24-hour Electricity,Apartment,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6944159,-0.2021951,7,Semi-Furnished,1500,7.313886831633462
Detached,3.0,2.0,21.0,New,24-hour Electricity,0,5.5511744,-0.2526163,1,Unfurnished,1600,7.3783837129967145
Flats,2.0,2.0,350.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,10,Unfurnished,2000,7.601402334583733
Detached,3.0,3.0,80.0,Used,"24-hour Electricity,Air Conditioning,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,12,Unfurnished,7500,8.922791623969637
Detached,5.0,5.0,100.0,Used,"Air Conditioning,TV,Pre-Paid Meter,Dining Area,Kitchen Cabinets,Refrigerator,Chandelier,24-hour Electricity,Balcony,Tiled Floor,Wardrobe,Kitchen Shelf",0,5.606104699999999,-0.1860362,12,Furnished,55000,10.915106645867503
Detached,4.0,4.0,30.0,Used,"Air Conditioning,Kitchen Cabinets,Pre-Paid Meter,Refrigerator,Tiled Floor",0,5.6495001,-0.2100343,5,Furnished,22500,10.021315031649332
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Pre-Paid Meter,Pop Ceiling,Tiled Floor,Kitchen Shelf,Kitchen Cabinets,Hot Water,Apartment,Air Conditioning,Dishwasher",0,5.6358281,-0.1613592,10,Unfurnished,6000,8.699681400989514
Flats,2.0,2.0,4999.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,11,Semi-Furnished,2500,7.824445930877619
Flats,2.0,2.0,1000.0,Used,"Air Conditioning,Apartment,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.612781,-0.234345,7,Unfurnished,3000,8.006700845440367
Flats,1.0,1.0,500.0,Used,"24-hour Electricity,Apartment,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,8,Unfurnished,1600,7.3783837129967145
Flats,1.0,1.0,350.0,New,"24-hour Electricity,Apartment,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,7,Unfurnished,1500,7.313886831633462
Flats,2.0,2.0,100.0,New,"Apartment,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6694251,-0.203367,4,Unfurnished,3000,8.006700845440367
Flats,2.0,3.0,1213.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,11,Unfurnished,2500,7.824445930877619
Detached,2.0,1.0,15.0,Used,"Dishwasher,Pre-Paid Meter,Tiled Floor,Wardrobe,Kitchen Cabinets,24-hour Electricity",0,5.8142836,0.0746767,6,Unfurnished,2200,7.696667081526462
Flats,3.0,3.0,100.0,Used,"Balcony,Dining Area,Air Conditioning,Kitchen Cabinets,Pop Ceiling,Tiled Floor,Wardrobe",0,5.655886700000001,-0.1214533,7,Unfurnished,5000,8.517393171418904
Flats,2.0,3.0,200.0,New,"24-hour Electricity,Air Conditioning,Apartment,Chandelier,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6510376,-0.1354586,18,Furnished,19500,9.87822102528824
Flats,2.0,3.0,1253.0,Used,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6634097,-0.2653998,10,Unfurnished,1800,7.496097345175956
Detached,3.0,1.0,15.0,New,"Tiled Floor,Dining Area,Kitchen Cabinets,Pre-Paid Meter,Pop Ceiling,Chandelier,Dishwasher,24-hour Electricity,Balcony",0,5.5831665,-0.1046082,9,Unfurnished,3000,8.006700845440367
Flats,2.0,2.0,800.0,New,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6825806,-0.1916501,12,Unfurnished,2300,7.741099090035366
Flats,4.0,5.0,30.0,New,"Chandelier,Wardrobe,Wi-Fi,Pop Ceiling,Hot Water,Dining Area,Kitchen Shelf,TV,Dishwasher,Pre-Paid Meter,24-hour Electricity,Microwave,Tiled Floor,Air Conditioning,Refrigerator,Kitchen Cabinets",0,5.5679,-0.1925238,16,Furnished,40000,10.596659732783579
Detached,3.0,4.0,150.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5767652,-0.1784836,12,Semi-Furnished,47463,10.767726807938478
Flats,3.0,4.0,2000.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,11,Unfurnished,8000,8.987321812850125
Detached,2.0,2.0,15.0,Used,"24-hour Electricity,Pre-Paid Meter,Dishwasher,Tiled Floor,Kitchen Cabinets",0,5.8142836,0.0746767,5,Unfurnished,2800,7.937731775260109
Flats,3.0,2.0,100.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.605703399999999,-0.2353967,14,Unfurnished,10000,9.210440366976517
Flats,1.0,1.0,70.0,New,"24-hour Electricity,Balcony,Dining Area,Kitchen Cabinets,Pop Ceiling,Tiled Floor",0,5.6563118,-0.0093265999999999,6,Unfurnished,1500,7.313886831633462
Flats,1.0,1.0,350.0,Used,"24-hour Electricity,Apartment,Kitchen Cabinets,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,5,Unfurnished,1500,7.313886831633462
Detached,4.0,3.0,150.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6825806,-0.1916501,12,Semi-Furnished,39594,10.586458126644512
Flats,1.0,1.0,70.0,Used,"Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5459415,-0.2103988,5,Unfurnished,850,6.7464121285733745
Detached,3.0,2.0,4999.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,11,Semi-Furnished,5000,8.517393171418904
Flats,1.0,1.0,100.0,Used,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Tiled Floor,Pre-Paid Meter",0,5.5804557,-0.2633237,7,Unfurnished,800,6.68586094706836
Semi-Detached,2.0,3.0,900.0,Used,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter",0,5.8142836,0.0746767,7,Semi-Furnished,2000,7.601402334583733
Townhouse,3.0,3.0,420.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6563118,-0.0093265999999999,17,Furnished,16000,9.680406499268875
Detached,3.0,2.0,705.0,Used,"24-hour Electricity,Pre-Paid Meter,Wardrobe",0,5.5459415,-0.2103988,3,Unfurnished,3500,8.160803920954665
Flats,1.0,1.0,13.0,New,"Pre-Paid Meter,Tiled Floor,24-hour Electricity,Kitchen Cabinets,Apartment,Dishwasher",0,5.5831665,-0.1046082,6,Semi-Furnished,1500,7.313886831633462
Flats,2.0,3.0,1334.0,New,"Pop Ceiling,Balcony",0,5.6274508,-0.0872742,2,Unfurnished,3500,8.160803920954665
Flats,2.0,2.0,12.0,Renovated,"Dining Area,Pre-Paid Meter,Tiled Floor,Apartment",0,5.7088147,-0.3560076,4,Unfurnished,1000,6.90875477931522
Flats,2.0,2.0,1000.0,Used,"Apartment,Kitchen Cabinets,Tiled Floor",0,5.7213053,-0.1348997,3,Unfurnished,1500,7.313886831633462
Flats,2.0,2.0,500.0,Used,"24-hour Electricity,Apartment,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5459415,-0.2103988,7,Unfurnished,2500,7.824445930877619
Duplex,1.0,1.0,200.0,New,"24-hour Electricity,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5510647,-0.4408037,12,Unfurnished,600,6.398594934535208
Flats,3.0,3.0,30.0,New,"Air Conditioning,Dining Area,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.666671,-0.4313729,7,Semi-Furnished,2000,7.601402334583733
Flats,2.0,3.0,700.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6563118,-0.0093265999999999,9,Unfurnished,2000,7.601402334583733
Flats,1.0,1.0,223.0,New,"24-hour Electricity,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter",0,5.6385083,-0.1250963,6,Unfurnished,1500,7.313886831633462
Flats,2.0,3.0,200.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,15,Unfurnished,23500,10.064798252418377
Detached,4.0,4.0,300.0,New,"Pop Ceiling,Dining Area,Tiled Floor,Wardrobe,Chandelier,24-hour Electricity,Balcony,Air Conditioning,Microwave,Pre-Paid Meter,Kitchen Cabinets,Hot Water",0,5.6358281,-0.1613592,12,Unfurnished,27397,10.218225297011335
Flats,1.0,1.0,215.0,Renovated,"24-hour Electricity,Dishwasher,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5344155,-0.4252737,5,Unfurnished,850,6.7464121285733745
Flats,1.0,1.0,14.0,Used,"Kitchen Cabinets,Apartment,Kitchen Shelf,Pre-Paid Meter,24-hour Electricity",0,5.5831665,-0.1046082,5,Unfurnished,700,6.55250788703459
Flats,2.0,2.0,800.0,Used,"Tiled Floor,Apartment,24-hour Electricity,Pre-Paid Meter,Pop Ceiling,Air Conditioning,Kitchen Cabinets,Kitchen Shelf",0,5.8142836,0.0746767,8,Unfurnished,2000,7.601402334583733
Flats,1.0,1.0,30.0,Renovated,"24-hour Electricity,Air Conditioning,Apartment,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",0,5.6358281,-0.1613592,15,Furnished,7000,8.853808274977197
Flats,1.0,1.0,100.0,New,"24-hour Electricity,Apartment,Dishwasher,Kitchen Cabinets,Tiled Floor",0,5.6665762,-0.5446911999999999,5,Unfurnished,700,6.55250788703459
Flats,1.0,1.0,18.0,Used,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets",0,5.5510647,-0.4408037,4,Unfurnished,600,6.398594934535208
Detached,2.0,2.0,650.0,Used,"24-hour Electricity,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,6,Unfurnished,2500,7.824445930877619
Detached,1.0,1.0,500.0,Used,"Pre-Paid Meter,Tiled Floor",0,5.5937587,-0.2690565,2,Unfurnished,700,6.55250788703459
Flats,3.0,4.0,20.0,Used,"Balcony,Tiled Floor,Kitchen Cabinets,24-hour Electricity,Pop Ceiling,Dining Area,Pre-Paid Meter,Wardrobe,Dishwasher",0,5.5831665,-0.1046082,9,Unfurnished,3000,8.006700845440367
Semi-Detached,3.0,4.0,100.0,New,"24-hour Electricity,Balcony,Air Conditioning,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe,Wi-Fi",0,5.606104699999999,-0.1860362,16,Unfurnished,19140,9.859587910246109
Flats,2.0,2.0,650.0,Used,"24-hour Electricity,Apartment,Balcony,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5666385,-0.3334578,10,Unfurnished,2500,7.824445930877619
Flats,1.0,1.0,15.0,Used,"24-hour Electricity,Apartment,Kitchen Cabinets",0,5.7088147,-0.3560076,3,Semi-Furnished,1000,6.90875477931522
Flats,1.0,1.0,20.0,Renovated,"24-hour Electricity,Apartment,Tiled Floor",0,5.6358281,-0.1613592,3,Unfurnished,700,6.55250788703459
Flats,2.0,2.0,250.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7556353,-0.1738945,10,Semi-Furnished,1600,7.3783837129967145
Detached,4.0,4.0,3000.0,Used,Air Conditioning,0,5.6024006,-0.1951648,1,Unfurnished,17292,9.758057074325922
Flats,2.0,2.0,100.0,New,"Apartment,Balcony,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,6,Semi-Furnished,1900,7.550135342488429
Flats,1.0,1.0,5000.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wi-Fi",0,5.6376136,-0.1266064,11,Unfurnished,1000,6.90875477931522
Duplex,9.0,9.0,1000.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.612781,-0.234345,11,Semi-Furnished,33000,10.404293143019792
Duplex,2.0,2.0,842.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",0,5.5459415,-0.2103988,17,Semi-Furnished,6800,8.824824939175638
Flats,2.0,2.0,12.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6358281,-0.1613592,17,Unfurnished,15000,9.61587214452889
Detached,1.0,1.0,18.0,Used,"Air Conditioning,24-hour Electricity,Tiled Floor,Kitchen Cabinets,Pre-Paid Meter,Balcony,Pop Ceiling",0,5.5937587,-0.2690565,7,Unfurnished,600,6.398594934535208
Detached,3.0,4.0,100.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.606104699999999,-0.1860362,17,Furnished,28000,10.239995502805316
Flats,2.0,2.0,1000.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,9,Unfurnished,7000,8.853808274977197
Townhouse,4.0,4.0,218.0,New,"24-hour Electricity,Balcony,Kitchen Shelf,Dishwasher,Chandelier,Dining Area,Hot Water,Tiled Floor,Pre-Paid Meter,Pop Ceiling,Kitchen Cabinets,Air Conditioning",0,5.6358281,-0.1613592,12,Unfurnished,8800,9.082620630373812
