bhk,type,locality,area,region,status,age,price_cr,price_per_sqft,area_scaled,price_per_sqft_scaled
2,0,Akshar Greystone,1155,Ulwe,0,0,0.9998999999999999,8657.142857142855,0.7754720584644237,-0.7224790353574945
2,0,Rustomjee Urbania,713,Thane West,0,0,1.3,18232.819074333802,-0.482023930297271,0.618787957564712
2,0,Satra Centrio,930,Chembur,0,0,1.41,15161.290322580646,0.13534400988663794,0.18855827570245376
2,0,Tanvi Eminence I,950,Mira Road East,0,1,0.7498999999999999,7893.684210526315,0.19224428087133003,-0.8294168494545774
2,0,Shagun Essentia,1140,Ulwe,0,1,1.0,8771.929824561403,0.7327968552259047,-0.7064008005546369
2,0,Poddar Spraha Diamond,872,Chembur,1,0,1.66,19036.697247706423,-0.02966677596896904,0.7313873433229315
2,0,Runwal My City,524,Dombivali,1,0,0.5428999999999999,10360.687022900762,-1.019731491102611,-0.4838632437735805
2,0,Paradise Sai Suncity,1250,Taloja,1,0,0.55,4400.0,1.045748345641711,-1.3187779357097542
2,0,Cosmos Horizon,1100,Thane West,0,2,1.4,12727.272727272728,0.6189963132565205,-0.15237508364792027
2,0,SKD Pinnacolo And Pinnacolo NX,1050,Mira Road East,0,0,1.08,10285.714285714286,0.47674563579479035,-0.49436469092743485
2,0,Veeramani Rediant 59,750,Andheri East,1,0,1.59,21200.0,-0.37675842897559064,1.034401617358225
2,0,A And O F Residences,1100,Malad East,0,0,2.5,22727.272727272728,0.6189963132565205,1.248327031273496
2,0,Shree Naman Premier,808,Andheri East,1,0,1.46,18069.30693069307,-0.21174764311998365,0.5958847770234214
2,0,Sheth Montana,912,Mulund West,1,0,1.38,15131.57894736842,0.0841337660004151,0.1843965970927549
2,0,Today Oxyfresh Homes,1055,Kharghar,1,0,0.81,7677.725118483413,0.49097070354096334,-0.8596662851506776
2,0,Paradise Sai Symphony,1160,Kharghar,1,0,1.1,9482.758620689656,0.7896971262105967,-0.606834860746248
2,0,Kalpataru Bliss Apartments,1200,Santacruz East,0,0,2.4,20000.0,0.9034976681799809,0.866317363567655
2,0,Lodha New Cuffe Parade,915,Wadala,0,1,2.69,29398.907103825135,0.0926688066481189,2.182824269395434
2,0,Solitaire Height,1205,Malad West,0,0,1.5,12448.132780082988,0.9177227359261538,-0.19147427508669243
2,0,Prithvi Prithvi Pride Phase I,890,Mira Road East,0,0,0.83,9325.842696629214,0.021543467917253818,-0.6288141074158791
2,0,SK Imperial Heights,973,Mira Road East,0,0,0.8825,9069.88694758479,0.2576795925037259,-0.664665883317161
2,0,Arkade Earth Wing Carnation,682,Kanjurmarg,1,0,1.81,26539.58944281525,-0.5702193503235437,1.7823190398945636
2,0,Seawood Ramchandra Nivas,910,Koper Khairane,0,1,1.06,11648.351648351649,0.07844373890194589,-0.30349978735572547
2,0,Paradigm Antalya,518,Jogeshwari West,1,0,0.99,19111.969111969112,-1.0368015723980186,0.7419306892696143
2,0,Shree Ramdev Heights,1020,Mira Road East,1,1,0.91,8921.56862745098,0.3913952293177522,-0.6854408617864628
2,0,Samarth Reva,820,Malad West,1,0,1.04,12682.926829268292,-0.17760748052916842,-0.15858662296021056
2,0,Kripa Bliss,573,Vikhroli,1,0,0.85,14834.205933682373,-0.8803258271901154,0.1427434961736948
2,0,Marathon Nexzone Bodhi 1,576,Panvel,1,0,0.7299,12671.875,-0.8717907865424116,-0.16013465502319524
2,0,Rustomjee Uptown Urbania,1089,Thane West,1,0,1.33,12213.039485766758,0.5877011642149399,-0.224403842541951
2,0,ACME Ozone Phase 2,1065,Thane West,0,2,1.15,10798.122065727699,0.5194208390333094,-0.42259162481073737
2,0,Kalpataru Vivant North Wing B,958,Andheri East,1,2,2.42,25260.960334029227,0.21500438926520685,1.603221190206897
2,0,Reputed Builder Runwal Pride,1050,Mulund West,0,1,1.8,17142.85714285714,0.47674563579479035,0.46611675930439306
2,0,Lok Raunak Phase I,1100,Andheri East,0,1,1.55,14090.90909090909,0.6189963132565205,0.03862975020499992
2,0,Marathon MonteSouth,1200,Byculla,1,0,2.74,22833.333333333336,0.9034976681799809,1.2631829627953899
2,0,Lokhandwala Highland,1280,Kandivali East,0,1,1.55,12109.375,1.131098752118749,-0.2389241489875249
2,0,Enso Enso Sanza,850,Kandivali East,1,0,1.08,12705.882352941177,-0.09225707405213031,-0.15537123790443674
2,0,Paradigm 71 Midtown,650,Chembur,1,0,1.31,20153.846153846152,-0.6612597838990509,0.8878666268741382
2,0,Cosmos Horizon,1065,Thane West,0,2,1.35,12676.05633802817,0.5194208390333094,-0.15954897412126945
2,0,I S The Palazzo,780,Santacruz East,1,0,1.59,20384.615384615383,-0.2914080224985525,0.9201905218338631
2,0,SDC Dev Paradise,1085,Mira Road East,0,1,0.9,8294.930875576038,0.5763211100180015,-0.7732141442205462
2,0,Shree Ramdev Heights,1250,Mira Road East,1,0,0.75,6000.0,1.045748345641711,-1.0946655973223276
2,0,Shiv Shakti Builders Tower 28,890,Malad East,1,0,1.41,15842.696629213484,0.021543467917253818,0.2840030011845945
2,0,Runwal Garden City,900,Thane West,0,1,0.8,8888.888888888889,0.04999360340959985,-0.6900183196783629
2,0,Vaibhavlaxmi Royal Stone,600,Vikhroli,0,0,1.0,16666.666666666668,-0.8035104613607812,0.39941665859384984
2,0,Abhigna Avirahi Heights,950,Malad West,0,1,1.45,15263.157894736842,0.19224428087133003,0.2028268880785631
2,0,Vaibhavlaxmi Address 51,650,Bandra East,1,0,1.95,30000.0,-0.6612597838990509,2.2670194784890714
2,0,Sudarshan Shree Saheba,1000,Kamothe,0,1,0.86,8600.0,0.3344949583330602,-0.7304830474427594
2,0,Man Opus,780,Mira Road East,0,0,0.75,9615.384615384615,-0.2914080224985525,-0.5882579096199695
2,0,Vertex Sky Villas Wing B1,1280,Kalyan West,0,2,1.5,11718.75,1.131098752118749,-0.29363907535164274
2,0,Wadhwa Atmosphere Phase 1,720,Mulund West,0,0,2.16,30000.0,-0.46210883545262876,2.2670194784890714
2,0,Reputed Builder Andheri CHS,900,Andheri West,0,1,1.8,20000.0,0.04999360340959985,0.866317363567655
2,0,DB Ozone,533,Dahisar,0,0,0.7297,13690.431519699812,-0.9941263691594996,-0.01746522789214283
2,0,Dynamix Parkwoods,1050,Thane West,1,0,0.88,8380.952380952382,0.47674563579479035,-0.7611650937696094
2,0,Strawberry Onyx,1137,Mira Road East,0,0,0.8212,7222.515391380827,0.7242618145782008,-0.9234276078992169
2,0,Kohari Doha Heights,860,Badlapur West,1,2,0.2709,3149.9999999999995,-0.06380693855978428,-1.4938657000749311
2,0,Raj Akshay,1071,Mira Road East,1,0,0.95,8870.214752567694,0.536490920328717,-0.6926340099023058
2,0,Raunak Laxmi Narayan Residency,1050,Thane West,0,2,1.45,13809.52380952381,0.47674563579479035,-0.00078394566941216
2,0,Rustomjee Urbania,811,Thane West,0,0,1.4,17262.63871763255,-0.20321260247227985,0.48289458981604655
2,0,Raj Akshay,1062,Mira Road East,0,0,0.92,8662.900188323918,0.5108857983856055,-0.7216726047613327
2,0,Kabra Happy Valley,1150,Thane West,0,2,1.15,10000.0,0.7612469907182506,-0.5343847513537611
2,0,Strawberry The Address,995,Mira Road East,0,0,0.92,9246.231155778894,0.32026989058688715,-0.6399653127799986
2,0,Lodha Upper Thane,595,Anjurdive,1,0,0.7595000000000001,12764.705882352942,-0.8177355291069541,-0.14713181369901648
2,0,Raymond Raymond Realty TenX Habitat,644,Thane West,1,0,1.58,24534.16149068323,-0.6783298651944586,1.501418322507179
2,0,Lodha Quality Home Tower 1,475,Thane West,1,0,0.7998999999999999,16839.999999999996,-1.1591371550151066,0.423695495252487
2,0,Arihant Clan Aalishan Phase 1,1125,Kharghar,1,1,1.0,8888.888888888889,0.6901216519873856,-0.6900183196783629
2,0,Pabal Poonam Vista B and C wing,750,Virar,1,0,0.718,9573.333333333334,-0.37675842897559064,-0.5941480415904081
2,0,SKD Pinnacolo NX,595,Mira Road East,1,0,0.9747,16381.512605042017,-0.8177355291069541,0.35947506887424174
2,0,Prajapati Magnum,1023,Dronagiri,1,2,0.81,7917.888563049854,0.39993026996545605,-0.8260265406775749
2,0,Rustomjee Urbania,698,Thane West,0,0,1.3,18624.64183381089,-0.52469913353579,0.6736706543521022
2,0,Paradise Sai World Empire,721,Kharghar,1,2,1.65,22884.88210818308,-0.45926382190339415,1.2704034105907542
2,0,Newa Bhakti Park A Wing Phase 1,1400,Airoli,1,0,1.95,13928.57142857143,1.4725003780269015,0.015891079508223903
2,0,Wadhwa Wise City South Block Phase I Plot RZ8 Building 4 Wing F4,526,Panvel,1,2,0.6059,11519.011406844107,-1.0140414640041417,-0.3216165023381315
2,0,Shiv Residency,1150,Badlapur East,0,1,0.6,5217.391304347826,0.7612469907182506,-1.2042857628379167
2,0,A H A H Sapphire,626,Mira Road East,1,0,0.74,11821.08626198083,-0.7295401090806815,-0.2793048134926726
2,0,Shashwat Shree Shashwat Building No 19,1050,Mira Road East,0,0,0.95,9047.619047619048,0.47674563579479035,-0.6677849527748484
2,0,Nrose Northern Hills,1125,Dahisar,1,0,1.52,13511.111111111111,0.6901216519873856,-0.04258267544801942
2,0,RNA NG Eclat,1002,Andheri West,0,0,3.25,32435.12974051896,0.34018498543152936,2.608108616254366
2,0,Urban Heights Roswalt Heights,996,Chembur,0,0,1.75,17570.281124497993,0.32311490413612176,0.5259861268096404
2,0,Modispaces Volga,677,Borivali West,1,0,2.2,32496.307237813886,-0.5844444180697167,2.616677761239026
2,0,Shree Balaji Om Harmony,1188,Kharghar,0,1,1.3,10942.760942760942,0.8693575055891656,-0.40233202671470514
2,0,UK Iridium,860,Kandivali East,1,0,1.15,13372.093023255815,-0.06380693855978428,-0.06205496841514392
2,0,Lodha Mira Road Project 1,850,Mira Road East,0,1,1.15,13529.411764705883,-0.09225707405213031,-0.04001929902855535
2,0,Harasiddh Viraaj,621,Malad West,0,0,1.39,22383.252818035424,-0.7437651768268545,1.2001400898291192
2,0,Hiranandani The Walk,700,Thane West,0,1,1.1,15714.285714285714,-0.5190091064373208,0.26601645717276234
2,0,Runwal Runwal Pearl,750,Thane West,0,1,1.4,18666.666666666668,-0.37675842897559064,0.679557081578133
2,0,Reputed Builder Bell Heaven,610,Andheri East,0,1,1.3,21311.475409836065,-0.7750603258684351,1.0500160015901356
2,0,5th Prasanna Aura,825,Chembur,1,2,1.75,21212.121212121212,-0.1633824127829954,1.0360994381035842
2,0,Amar Vinay Heritage,970,Mira Road East,1,0,0.877,9041.237113402061,0.24914455185602208,-0.6686788716503506
2,0,Hiranandani Meadows,1000,Thane West,0,2,1.75,17500.0,0.3344949583330602,0.516141834837301
2,0,Lodha Palava Lakeside A To H,1360,Dombivali,0,0,0.6515000000000001,4790.441176470589,1.3586998360575173,-1.2640887575462783
2,0,Balaji Agarwal Palazzo,1183,Borivali West,1,2,2.87,24260.3550295858,0.8551324378429925,1.4630661935933473
2,0,Kalpana Nestor,1120,Dronagiri,1,2,0.5575,4977.678571428572,0.6758965842412126,-1.2378623760352758
2,0,Westin Eksar Gurukripa CHS LTD,964,Borivali West,0,1,1.26,13070.539419087138,0.23207447056061448,-0.10429364552726811
2,0,JMJ Nine Aces Chs Ltd,919,Khar,1,0,2.99,32535.364526659418,0.10404886084505731,2.622148523947929
2,0,ACME Eucalyptia,601,Thane West,1,0,1.32,21963.39434276206,-0.8006654478115466,1.1413304244008113
2,0,Delta Vrindavan,992,Mira Road East,0,0,0.98,9879.032258064517,0.3117348499391834,-0.5513287285503911
2,0,Runwal Bliss,725,Kanjurmarg,1,2,1.66,22896.55172413793,-0.4478837677064557,1.2720379761655825
2,0,Tapovan Aura,1150,Ulwe,0,0,0.88,7652.173913043478,0.7612469907182506,-0.8632452479005285
2,0,Roha Realty Roha Vatika,512,Kurla,1,0,1.18,23046.875,-1.0538716536934263,1.293093789207774
2,0,Lodha Codename Crown Jewel,765,Thane West,0,1,1.08,14117.64705882353,-0.3340832257370716,0.042374943025645574
2,0,Balaji Darshan,980,Dombivali,0,0,0.735,7500.0,0.2775946873483681,-0.8845602800841151
2,0,Runwal Avenue Wing J,1000,Kanjurmarg,0,0,1.39,13899.999999999998,0.3344949583330602,0.011889073465590923
2,0,Ishwar Aura,1200,Ulwe,0,1,1.05,8750.0,0.9034976681799809,-0.7094725157189381
2,0,Monarch Kitkat,835,Borivali East,1,2,1.34,16047.904191616766,-0.13493227729064936,0.3127464678502091
2,0,Lodha Crown,795,Thane West,1,0,1.0,12578.616352201258,-0.2487328192600335,-0.17319741354383625
2,0,Haware IPSA,460,Ghatkopar East,1,0,1.15,25000.0,-1.2018123582536255,1.566668421028363
2,0,Charms Global City Type B1 Merlion,800,Ambernath East,1,0,0.495,6187.5,-0.23450775151386047,-1.068402432667551
2,0,Runwal Bliss,653,Kanjurmarg,1,2,1.7,26033.690658499236,-0.6527247432513472,1.7114576901818022
2,0,Neelsidhi Amarante,1089,Kalamboli,0,1,0.75,6887.052341597796,0.5877011642149399,-0.9704159882301249
2,0,Puraniks Rumah Bali Phase 4,823,Thane West,1,0,0.77,9356.014580801944,-0.16907243988146461,-0.6245879252186882
2,0,SKD Pinnacolo NX,1020,Mira Road East,1,0,0.94,9215.686274509804,0.3913952293177522,-0.6442437407593623
2,0,Empire Towers,659,Goregaon West,1,0,1.93,29286.79817905918,-0.6356546619559396,2.16712114859331
2,0,Aakruti Shiv Samarth,660,Ghatkopar East,1,0,1.55,23484.848484848484,-0.632809648406705,1.3544408278584514
2,0,Sahakar Premier,663,Mira Road East,0,0,0.78,11764.70588235294,-0.6242746077590011,-0.28720202519115834
2,0,Chheda Avighna Building No 3,1034,Mira Road East,1,0,0.8,7736.943907156673,0.4312254190070367,-0.8513714968969056
2,0,Kalpataru Aura,1360,Ghatkopar West,0,2,2.45,18014.70588235294,1.3586998360575173,0.5882367966347267
2,0,Wadhwa Atmosphere Phase 1,1015,Mulund West,0,1,1.75,17241.379310344826,0.37717016157157923,0.47991678014105726
2,0,ACME Ozone,950,Thane West,0,1,1.1,11578.947368421053,0.19224428087133003,-0.3132212595240637
2,0,Rashi 27 East,719,Dombivali,1,0,0.7121999999999999,9905.424200278163,-0.4649538490018633,-0.5476320036228373
2,0,Kabra Happy Valley,1050,Thane West,0,2,1.15,10952.380952380952,0.47674563579479035,-0.4009845499326739
2,0,Ruparel Millennia,520,Sewri,1,0,1.41,27115.384615384617,-1.0311115452995494,1.862970791492509
2,0,Monarch Maitri Tower,1231,Nerul,0,1,1.57,12753.858651502844,0.9916930882062536,-0.14865118761829388
2,0,Swaraj Homes Casa Rio Arabiana,774,Dombivali,0,1,0.63,8139.53488372093,-0.3084781037939602,-0.7949804936647222
2,0,Cosmos Horizon,1065,Thane West,0,2,1.35,12676.05633802817,0.5194208390333094,-0.15954897412126945
2,0,Radheya Sai Enclave,1040,Naigaon East,0,1,0.52,5000.0,0.4482955003024443,-1.234735808814469
2,0,Swagat Heights,1020,Mira Road East,0,0,0.73,7156.862745098039,0.3913952293177522,-0.9326235879490657
2,0,Venus Skky City Phase I,900,Dombivali,0,0,0.5,5555.555555555556,0.04999360340959985,-1.1569190246521683
2,0,Nandkumar Janki Legacy,1080,Mira Road East,0,1,0.935,8657.407407407407,0.5620960422718284,-0.7224419797459883
2,0,UK Iridium Tower 2,537,Kandivali East,1,0,1.05,19553.072625698325,-0.9827463149625612,0.8037161517275919
2,0,Prima Upper East 97,1050,Malad East,1,0,2.2,20952.380952380954,0.47674563579479035,0.9997175649887425
2,0,Kalpataru Hills,1200,Thane West,0,2,1.45,12083.333333333334,0.9034976681799809,-0.24257181074513268
2,0,B G Shirke Teenmurty Summit,1154,Borivali East,0,0,1.72,14904.67937608319,0.7726270449151891,0.15261472615535646
2,0,Lodha Crown Kolshet Tower 1,650,Thane West,1,0,0.97,14923.076923076924,-0.6612597838990509,0.15519167445370538
2,0,Metro Paramount,564,Shil Phata,1,0,0.69,12234.042553191488,-0.9059309491332268,-0.22146193844578538
2,0,Parinee Essence,919,Kandivali West,1,0,1.16,12622.415669205659,0.10404886084505731,-0.16706243394781845
2,0,Nahar Amaryllis Towers,724,Powai,0,0,1.62,22375.69060773481,-0.4507287812556903,1.1990808494329643
2,0,RNA NG N G Hill Crest,553,Mira Road East,1,0,0.8177,14786.618444846294,-0.9372260981748075,0.13607790654804522
2,0,Gurukrupa Guru Atman,950,Kalyan West,0,0,0.645,6789.473684210527,0.19224428087133003,-0.9840838514074789
2,0,JE Shiv Krupa,756,Malad East,0,0,1.4,18518.51851851852,-0.35968834768018304,0.6588059391348526
2,0,Tharwani Riverdale Vista,952,Kalyan West,0,1,0.72,7563.0252100840335,0.19793430796979922,-0.8757323255783079
2,0,Navkar Navkar City,915,Naigaon East,1,0,0.485,5300.546448087432,0.0926688066481189,-1.1926382042676507
2,0,Lodha Palava Lakeshore Greens,1302,Dombivali,0,1,0.711,5460.829493087557,1.1936890502019104,-1.1701873242558787
2,0,JE Vishwanath,807,Dahisar,1,0,0.8556999999999999,10603.46964064436,-0.21459265666921826,-0.44985663115961894
2,0,Runwal Gardens Phase 3 Bldg No 29 30,653,Dombivali,0,0,0.58,8882.08269525268,-0.6527247432513472,-0.6909716646604431
2,0,Runwal Gardens,679,Dombivali,1,0,0.4941,7276.8777614138435,-0.5787543909712475,-0.9158130592314782
2,0,Aristone Vasudev Paradise,535,Thane West,1,0,0.7356,13749.532710280373,-0.9884363420610304,-0.009186911628086313
2,0,Shree Naman Premier,1090,Andheri East,1,0,1.44,13211.009174311926,0.5905461777641745,-0.08461801720468257
2,0,RNA NG N G Diamond Hill D Phase II,999,Mira Road East,0,0,0.95,9509.50950950951,0.3316499447838256,-0.6030878580916484
2,0,Sonal Yogi Krishna,1000,Ulwe,0,0,0.9,9000.0,0.3344949583330602,-0.6744549628459028
2,0,Shapoorji Pallonji Northern Lights,618,Thane West,1,0,1.48,23948.22006472492,-0.7523002174745583,1.4193453830511915
2,0,Hemani Login,1006,Kandivali West,0,2,2.25,22365.805168986084,0.3515650396284678,1.1976961939367377
2,0,Sunteck City Avenue 2,817,Goregaon West,1,2,1.92,23500.61199510404,-0.18614252117687222,1.3566488260738054
2,0,Ankur Prem Sagar,649,Santacruz West,0,2,1.5,23112.480739599385,-0.6641047974482855,1.3022831990285582
2,0,Lodha Palava Golden Tomorrow,1330,Dombivali,0,0,0.68,5112.7819548872185,1.2733494295804793,-1.2189384165409194
2,0,Tata New Haven,670,Boisar,0,1,0.18,2686.5671641791046,-0.6043595129143589,-1.5587788354007668
2,0,Lodha Sterling,1345,Thane West,1,0,1.84,13680.297397769516,1.3160246328189984,-0.018884716494206515
2,0,Wadhwa Atmosphere O2,628,Mulund West,1,0,1.61,25636.94267515924,-0.7238500819822122,1.6558851162462882
2,0,Gurukrupa Marina Enclave M N Phase ll,850,Malad West,0,0,1.4,16470.58823529412,-0.09225707405213031,0.37195191124244953
2,0,Triveni Triveni Apartments,1050,Kharghar,0,2,0.87,8285.714285714286,0.47674563579479035,-0.7745051139117181
2,0,JP Codename Dream Home Tower B,1050,Mira Road East,1,1,0.89,8476.190476190477,0.47674563579479035,-0.7478250736275006
2,0,Lodha Codename Crown Jewel,735,Thane West,1,0,1.11,15102.040816326533,-0.4194336322141097,0.1802591848306352
2,0,Reputed Builder Shiv Mandiri Complex,850,Sanpada,0,1,1.2,14117.64705882353,-0.09225707405213031,0.042374943025645574
2,0,Cosmos Horizon,1100,Thane West,0,2,1.45,13181.818181818182,0.6189963132565205,-0.08870680569694687
2,0,Naman Bhumika Heights,1065,Kharghar,0,1,0.9,8450.704225352112,0.5194208390333094,-0.7513949381725722
2,0,Piramal Vaikunth Cluster 1,1006,Thane West,1,2,1.62,16103.379721669982,0.3515650396284678,0.3205169370774017
2,0,Raunak Laxmi Narayan Residency,1050,Thane West,0,2,1.35,12857.142857142857,0.47674563579479035,-0.1341841470904994
2,0,Unique Skyline II,1080,Mira Road East,0,1,1.16,10740.74074074074,0.5620960422718284,-0.4306290391373599
2,0,Reputed Builder Brook Hill CHS LTD,1050,Andheri West,0,2,3.0,28571.428571428572,0.47674563579479035,2.0669191763574406
2,0,Sheth Montana,975,Mulund West,0,0,1.68,17230.76923076923,0.2633696196021951,0.47843062405095516
2,0,Mahajan Aashray Aanand,692,Ambernath East,0,0,0.261,3771.676300578035,-0.5417692148311977,-1.4067873691733137
2,0,Chandak Magathane,610,Borivali East,1,0,1.63,26721.31147540983,-0.7750603258684351,1.8077728834328686
2,0,Kanakia Silicon Valley,1080,Powai,0,1,2.28,21111.111111111106,0.5620960422718284,1.0219509318922562
2,0,K Riddhi Siddhi Regency,1250,Kamothe,0,0,0.89,7120.0,1.045748345641711,-0.937786960451129
2,0,JK IRIS,974,Mira Road East,1,1,0.9,9240.246406570843,0.2605246060529605,-0.6408035978672978
2,0,Squarefeet Mahavir Square,645,Thane West,1,0,1.05,16279.06976744186,-0.675484851645224,0.34512587894573277
2,0,Bhairaav Goldcrest Residency Phase 2,1180,Ghansoli,0,1,1.6,13559.322033898305,0.8465973971952888,-0.035829761296985944
2,0,Space Residence II Building No 4 B,1000,Mira Road East,0,0,0.8506,8506.0,0.3344949583330602,-0.7436496473230207
2,0,Lodha Splendora,945,Thane West,0,0,1.17,12380.952380952382,0.178019213125157,-0.2008842478010429
2,0,Agarwal Paramount,509,Virar,0,0,0.49950000000000006,9813.359528487232,-1.06240669434113,-0.5605275216715476
2,0,Runwal Avenue,765,Kanjurmarg,1,0,1.41,18431.37254901961,-0.3340832257370716,0.6465993847564526
2,0,Hiranandani Hiranandani Gardens,940,Powai,0,1,2.51,26702.127659574464,0.16379414537898399,1.8050858022915823
2,0,Allure 36 Allure,570,Goregaon West,1,0,1.5,26315.78947368421,-0.8888608678378193,1.750971330886444
2,0,Aditya Purnima Pride,860,Vikhroli,0,1,1.06,12325.581395348838,-0.06380693855978428,-0.2086400734650596
2,0,Vishesh Balaji Symphony ,1075,Panvel,0,1,0.8,7441.860465116279,0.5478709745256555,-0.8927038970313328
2,0,JP North Barcelona,1188,Mira Road East,1,0,1.25,10521.885521885522,0.8693575055891656,-0.4612841359285693
2,0,Happy Home,735,Taloja,0,1,0.55,7482.993197278912,-0.4194336322141097,-0.8869424265380631
2,0,Dharmi Mahavir Krupa CHSL,925,Ghatkopar East,1,2,2.24,24216.21621621622,0.12111894214046494,1.456883660669658
2,0,Prithvi Prithvi Pride Phase I,840,Mira Road East,1,0,0.7,8333.333333333334,-0.12070720954447635,-0.7678351038406638
2,0,JK IRIS,1137,Mira Road East,1,0,0.96,8443.271767810027,0.7242618145782008,-0.7524360040723984
2,0,Haware Altura,650,Vikhroli,1,1,1.1,16923.076923076922,-0.6612597838990509,0.43533209743798834
2,0,Sheth Avalon,1250,Thane West,0,2,1.75,14000.0,1.045748345641711,0.02589609461480534
2,0,Ruparel Zion,899,Sion,1,2,2.3,25583.982202447165,0.04714858986036525,1.6484669316327842
2,0,Lokhandwala Octacrest,1050,Kandivali East,0,1,1.87,17809.52380952381,0.47674563579479035,0.5594969002991543
2,0,Romell Allure,800,Borivali East,1,0,1.43,17875.0,-0.23450775151386047,0.5686681641468541
2,0,Samrin Heritage,1200,Thane West,1,0,1.8,15000.0,0.9034976681799809,0.16596630610694696
2,0,Agarwal Paramount,895,Virar,0,0,0.5821000000000001,6503.910614525141,0.03576853566342684,-1.0240827309726561
2,0,Arihant Aspire Phase I,1150,Panvel,1,0,0.8,6956.521739130435,0.7612469907182506,-0.9606853950254964
2,0,Dwisha Developers Dwisha Height,1050,Taloja,0,0,0.59,5619.047619047619,0.47674563579479035,-1.1480256778907625
2,0,Anant Tara,835,Kandivali West,0,0,1.45,17365.269461077845,-0.13493227729064936,0.4972700997560246
2,0,Arkade Earth,1156,Kanjurmarg,0,0,1.75,15138.408304498269,0.7783170720136583,0.18535318659028824
2,0, Mukta Mahek,900,Kandivali East,0,1,1.51,16777.777777777777,0.04999360340959985,0.41498001542630975
2,0,Concrete Sai Sanskar,1050,Chembur,0,1,2.4,22857.14285714286,0.47674563579479035,1.266517967830917
2,0,Hiranandani Pelican,850,Thane West,0,0,1.67,19647.058823529413,-0.09225707405213031,0.8168808183351346
2,0,Lodha Codename Premier,781,Dombivali,1,2,0.63,8066.581306017926,-0.28856300894931797,-0.8051991167226904
2,0,Satyam Imperia,700,Taloja,1,0,0.79,11285.714285714286,-0.5190091064373208,-0.35429447943529324
2,0,Shraddha Prestige,600,Vikhroli,0,1,1.3,21666.666666666668,-0.8035104613607812,1.0997677160545578
2,0,Gami Dreamland,1050,Kamothe,0,1,0.76,7238.0952380952385,0.47674563579479035,-0.921245335474914
2,0,Maitry Heights,865,Virar,1,0,0.4321,4995.375722543353,-0.04958187081361126,-1.2353835323358202
2,0,Runwal Bliss,667,Kanjurmarg,1,0,1.74,26086.956521739132,-0.6128945535620627,1.7189186509111258
2,0,Vub Group VUB Shilpakala,800,Ghatkopar East,0,1,2.3,28750.0,-0.23450775151386047,2.091931714123894
2,0,Lodha Palava Clara A To D D1,593,Dombivali,1,0,0.5341,9006.745362563237,-0.8234255562054233,-0.6735101384850789
2,0,Ravi Gaurav Samruddhi,999,Mira Road East,0,1,0.65,6506.506506506506,0.3316499447838256,-1.0237191238338155
2,0,Anantnath Developers And Agasan,488,Dombivali,0,0,0.575,11782.786885245901,-1.1221519788750567,-0.2846694152919513
2,0,RNA NG Silver Spring Phase III,975,Bhayandar East,1,0,0.8809999999999999,9035.897435897434,0.2633696196021951,-0.6694268014077236
2,0,Arihant Balaji Pride,1275,Chembur,1,0,2.2,17254.901960784315,1.1168736843725762,0.4818109006480507
2,0,Royce Galaxy,1050,Kalyan West,0,2,0.6,5714.285714285715,0.47674563579479035,-1.1346856577486537
2,0,Nine Dimensions Shanta Durga,880,Mahim,1,2,1.7,19318.18181818182,-0.0069066675750922134,0.7708149466411951
2,0,Agarwal Paramount,483,Virar,0,0,0.48950000000000005,10134.575569358178,-1.1363770466212297,-0.5155347228920858
2,0,UB Tirupati Complex,1050,Kamothe,0,1,0.75,7142.857142857143,0.47674563579479035,-0.9345853556170228
2,0,Vikram Rachna Towers,930,Virar,0,1,0.4499,4837.634408602151,0.13534400988663794,-1.2574783915406125
2,0,Sheth Vasant Oasis Daisy Bldg 18,1135,Andheri East,0,0,2.16,19030.837004405286,0.7185717874797316,0.730566497804346
2,0,Shree Chamunda Damodarpriya,1235,Kharghar,1,0,1.25,10121.457489878543,1.003073142403192,-0.5173721750591689
2,0,Piramal S Class Homes,560,Mulund West,1,0,1.32,23571.428571428572,-0.9173110033301652,1.3665681188967325
2,0,ANA Avant Garde Phase 1,1260,Mira Road East,0,0,1.15,9126.984126984127,1.074198481134057,-0.6566682693230911
2,0,Galaxy Galaxy Exotica,875,Ville Parle East,0,1,2.55,29142.85714285714,-0.021131735321265232,2.1469592972100924
2,0,Lodha Luxuria,1065,Thane West,0,1,1.65,15492.957746478873,0.5194208390333094,0.23501500191293218
2,0,Shree Shakun Greens,940,Virar,0,1,0.39,4148.936170212766,0.16379414537898399,-1.353944499446079
2,0,Nisarg Greens Phase 2 F,1000,Ambernath East,1,0,0.44,4400.0,0.3344949583330602,-1.3187779357097542
2,0,Shree Saibaba Grihanirmiti Om Shiv Samarth CHS,840,Thane West,0,2,1.53,18214.285714285714,-0.12070720954447635,0.6161919859031164
2,0,Sunraj Supreme,1050,Dombivali,0,0,0.63,6000.0,0.47674563579479035,-1.0946655973223276
2,0,L And T Rejuve 360 Tower A,1125,Mulund West,1,0,2.17,19288.88888888889,0.6901216519873856,0.7667118798399101
2,0,Pramanik Walchand Paradise,1100,Mira Road East,1,0,0.97,8818.181818181818,0.6189963132565205,-0.6999222740262921
